date,product,quantity,price
2025-04-24,Cookies,6,1.56
2024-05-02,Lettuce,6,0.89
2025-06-25,Tea,3,2.06
2025-03-23,Milk,2,1.03
2024-03-09,Milk,5,1.04
2024-06-11,Toilet Paper,3,0.41
2024-10-10,Sugar,7,1.07
2025-06-24,Beer,6,0.84
2024-11-26,Cookies,7,1.57
2024-06-05,Mineral Water,9,0.33
2024-02-10,Tomato,3,1.16
2024-11-06,Apple,5,0.71
2025-03-26,Banana,5,0.49
2025-02-12,Yogurt,6,0.59
2025-06-12,Tomato,4,1.04
2024-04-02,Yogurt,7,0.51
2024-01-08,Sugar,3,0.97
2024-03-27,Canned Tuna,8,1.48
2024-05-24,Tea,6,2.16
2025-06-15,Lettuce,1,0.84
2024-08-02,Apple,3,0.65
2025-06-15,Toilet Paper,4,0.46
2024-06-15,Apple,4,0.73
2024-01-27,Bread,5,1.2
2025-06-21,Pasta,5,1.0
2024-08-16,Banana,1,0.47
2025-03-26,Cheese,4,2.56
2025-05-02,Apple,2,0.75
2025-05-19,Red Wine,6,6.37
2024-03-25,Toilet Paper,5,0.48
2024-07-08,Toilet Paper,4,0.41
2025-03-08,Toilet Paper,8,0.46
2025-01-29,Chicken,4,5.37
2024-02-04,Tea,3,1.91
2025-02-19,Lettuce,6,0.84
2024-12-11,Beer,6,0.93
2024-12-16,Pasta,6,1.21
2024-05-09,Sugar,3,0.95
2024-12-21,Yogurt,4,0.52
2024-08-15,Rice,9,1.29
2025-06-29,Bread,6,1.13
2024-06-18,Chicken,4,5.24
2025-02-14,Tea,8,2.16
2024-03-17,Rice,6,1.27
2025-02-24,Olive Oil,5,6.77
2024-12-24,Apple,9,0.65
2024-07-29,Cheese,6,2.46
2025-04-27,Beer,5,0.79
2024-03-13,Lettuce,4,0.93
2025-04-22,Toilet Paper,5,0.44
2025-01-06,Mineral Water,6,0.36
2024-09-14,Lettuce,9,0.97
2025-05-12,Tea,5,2.1
2025-01-19,Lettuce,6,0.92
2024-09-01,Coffee,8,3.81
2025-03-26,Chicken,5,5.28
2024-07-04,Beer,7,0.86
2025-04-12,Bread,4,1.23
2024-09-26,Olive Oil,6,6.32
2025-05-26,Banana,6,0.47
2024-04-02,Cheese,6,2.51
2025-03-24,Tea,7,2.06
2024-10-30,Chicken,5,5.46
2025-02-18,Salt,4,0.4
2025-01-29,Olive Oil,3,6.04
2024-06-07,Yogurt,9,0.59
2024-08-12,Chocolate,2,1.98
2024-01-22,Lettuce,4,0.97
2025-06-15,Coffee,5,3.79
2024-09-26,Eggs,6,0.24
2024-09-09,Mineral Water,6,0.34
2024-08-21,Salt,6,0.41
2025-03-24,Toilet Paper,7,0.44
2025-04-04,Red Wine,3,6.01
2024-10-09,Salt,5,0.41
2025-03-17,Eggs,3,0.24
2024-11-07,Cookies,4,1.58
2025-01-01,Pasta,9,1.04
2024-07-04,Eggs,9,0.23
2025-02-17,Bread,3,1.24
2024-11-14,Eggs,6,0.26
2024-09-23,Chicken,3,4.86
2024-04-06,Canned Tuna,4,1.32
2024-01-02,Sugar,5,0.95
2024-03-12,Sugar,5,0.9
2024-06-07,Banana,4,0.47
2024-02-09,Coffee,7,3.7
2024-07-03,Salt,5,0.43
2024-03-08,Eggs,11,0.25
2024-03-01,Pasta,5,1.04
2025-06-23,Red Wine,7,6.27
2025-04-03,Eggs,5,0.25
2025-05-10,Tomato,6,1.05
2024-02-12,Coffee,5,3.72
2024-11-06,Tomato,8,1.2
2024-07-01,Canned Tuna,6,1.31
2024-07-27,Sugar,7,0.97
2025-01-25,Red Wine,2,5.55
2024-06-30,Tomato,6,1.19
2024-05-25,Canned Tuna,3,1.49
2024-10-06,Coffee,7,3.61
2024-01-11,Mineral Water,6,0.36
2024-08-16,Tea,3,2.18
2024-12-01,Cheese,4,2.67
2024-09-24,Banana,6,0.54
2025-05-24,Yogurt,4,0.58
2025-02-01,Tomato,4,1.02
2024-05-26,Banana,4,0.46
2024-08-03,Beer,4,0.87
2024-02-27,Toilet Paper,7,0.43
2024-01-26,Canned Tuna,6,1.37
2024-11-21,Beer,4,0.78
2024-06-22,Milk,3,0.88
2024-08-27,Toilet Paper,3,0.49
2024-02-06,Bread,5,1.17
2025-05-02,Eggs,2,0.25
2025-04-10,Eggs,7,0.26
2024-06-27,Red Wine,4,6.39
2024-11-03,Canned Tuna,3,1.54
2025-02-19,Apple,7,0.64
2025-06-26,Mineral Water,7,0.38
2024-11-10,Tomato,10,1.04
2024-12-11,Tomato,8,1.08
2024-07-30,Salt,5,0.43
2024-11-20,Canned Tuna,8,1.42
2024-04-09,Beer,8,0.81
2024-02-24,Cheese,1,2.38
2024-08-06,Pasta,4,1.18
2024-04-13,Rice,7,1.39
2025-02-23,Salt,3,0.37
2024-05-30,Banana,6,0.51
2025-05-03,Beer,3,0.78
2025-05-18,Banana,7,0.53
2024-11-03,Chocolate,5,1.82
2024-03-26,Chocolate,7,1.76
2025-03-03,Chicken,2,5.31
2024-11-22,Banana,5,0.49
2024-02-11,Banana,4,0.46
2024-05-13,Olive Oil,4,6.82
2025-02-01,Coffee,4,3.43
2024-12-16,Milk,6,0.99
2024-11-22,Apple,7,0.76
2024-04-19,Sugar,2,1.08
2024-01-14,Lettuce,6,0.82
2024-04-18,Toilet Paper,8,0.48
2024-04-03,Coffee,4,3.51
2024-08-26,Cookies,1,1.64
2025-05-02,Tomato,3,1.0
2024-03-22,Tomato,8,1.15
2024-03-18,Banana,5,0.55
2025-06-02,Tomato,6,1.03
2024-03-07,Tea,8,2.01
2025-04-01,Milk,5,0.87
2025-01-01,Bread,10,1.31
2024-06-23,Toilet Paper,6,0.48
2024-06-05,Milk,8,0.99
2025-01-09,Apple,7,0.73
2025-04-28,Bread,6,1.18
2024-10-11,Apple,3,0.67
2024-04-18,Lettuce,7,0.84
2024-08-09,Cheese,5,2.84
2025-06-26,Mineral Water,7,0.35
2024-01-19,Rice,5,1.26
2024-12-14,Beer,9,0.83
2024-01-20,Eggs,11,0.26
2025-05-17,Pasta,4,1.1
2024-05-26,Beer,7,0.87
2024-01-04,Chicken,2,5.56
2024-07-11,Pasta,8,1.07
2024-07-18,Coffee,2,3.88
2024-09-24,Sugar,5,1.06
2025-03-07,Tomato,2,1.02
2024-11-17,Cheese,6,2.53
2024-05-11,Yogurt,4,0.6
2025-01-19,Pasta,5,1.2
2024-02-05,Salt,4,0.36
2024-05-15,Tea,4,2.01
2025-06-19,Red Wine,2,5.39
2025-05-19,Banana,6,0.54
2024-07-31,Canned Tuna,5,1.41
2024-01-25,Beer,4,0.79
2024-08-26,Milk,3,0.98
2025-02-09,Apple,3,0.76
2025-02-28,Bread,2,1.2
2024-08-23,Salt,2,0.37
2024-06-17,Eggs,4,0.25
2024-07-25,Canned Tuna,7,1.32
2025-06-08,Coffee,6,3.61
2024-07-29,Canned Tuna,3,1.32
2025-04-19,Tomato,6,1.16
2024-01-13,Milk,5,0.98
2024-06-18,Tomato,7,1.17
2024-01-01,Red Wine,6,5.88
2024-02-24,Bread,7,1.23
2025-03-03,Chicken,4,4.9
2024-02-01,Tea,8,1.9
2024-01-24,Red Wine,6,5.52
2025-02-11,Cookies,3,1.52
2025-04-21,Chocolate,2,1.76
2024-02-15,Mineral Water,1,0.33
2024-10-05,Chocolate,6,1.64
2024-02-15,Tomato,2,1.04
2025-01-07,Eggs,6,0.27
2024-05-29,Cheese,5,2.65
2024-12-21,Pasta,4,1.15
2024-09-16,Rice,6,1.21
2024-02-13,Apple,5,0.68
2024-07-29,Pasta,8,1.1
2024-06-17,Cookies,8,1.47
2025-02-08,Toilet Paper,5,0.43
2024-06-08,Sugar,7,1.03
2025-05-31,Cookies,2,1.62
2024-04-08,Yogurt,6,0.55
2024-07-09,Tomato,2,1.0
2024-11-03,Chocolate,5,1.65
2024-02-12,Pasta,5,1.08
2024-02-01,Chocolate,2,1.8
2024-12-25,Olive Oil,4,6.76
2025-05-14,Chocolate,2,1.8
2024-12-11,Cheese,6,2.59
2024-04-07,Lettuce,6,0.92
2025-06-02,Bread,3,1.24
2024-02-19,Beer,5,0.78
2024-10-24,Olive Oil,5,6.61
2024-03-19,Coffee,2,3.67
2025-01-20,Tomato,5,1.1
2024-06-17,Milk,8,0.91
2025-05-23,Apple,3,0.65
2025-03-22,Chicken,7,5.51
2025-01-01,Salt,2,0.42
2024-07-10,Red Wine,5,5.78
2024-02-10,Chocolate,8,1.69
2024-01-13,Lettuce,5,0.85
2024-09-06,Yogurt,5,0.55
2025-02-01,Red Wine,4,6.26
2025-06-06,Salt,4,0.41
2025-02-27,Apple,5,0.75
2025-03-18,Tea,3,2.04
2025-01-17,Milk,3,1.02
2024-06-10,Canned Tuna,7,1.39
2024-03-08,Lettuce,4,0.92
2025-04-20,Salt,5,0.37
2025-04-26,Tea,5,2.23
2024-12-11,Sugar,8,1.0
2024-10-04,Cheese,5,2.7
2024-07-14,Rice,4,1.32
2025-03-10,Chicken,4,5.69
2025-01-05,Chocolate,6,1.86
2024-09-09,Cookies,6,1.51
2025-04-15,Tomato,7,1.12
2025-01-20,Salt,3,0.39
2024-07-12,Salt,1,0.44
2024-02-22,Olive Oil,6,7.06
2024-05-23,Mineral Water,4,0.36
2024-04-20,Banana,4,0.46
2025-03-09,Salt,2,0.4
2024-10-10,Tomato,3,1.0
2024-08-30,Rice,5,1.28
2024-01-18,Apple,6,0.63
2025-02-20,Banana,5,0.46
2024-11-11,Lettuce,5,0.85
2024-03-24,Mineral Water,4,0.36
2024-10-05,Mineral Water,6,0.36
2024-07-29,Tomato,7,1.18
2025-02-17,Chicken,4,4.83
2024-09-06,Tomato,8,1.04
2025-04-01,Tea,6,2.18
2024-06-21,Mineral Water,5,0.32
2024-06-11,Lettuce,8,0.96
2024-05-25,Cheese,5,2.66
2024-04-04,Mineral Water,5,0.33
2024-07-19,Coffee,9,3.46
2024-07-02,Coffee,2,3.96
2024-01-09,Salt,6,0.37
2025-05-31,Pasta,3,1.18
2025-01-11,Milk,4,0.93
2024-02-13,Eggs,5,0.26
2025-02-08,Cheese,4,2.85
2025-06-20,Salt,9,0.4
2024-03-16,Mineral Water,3,0.33
2024-01-25,Coffee,5,4.18
2024-11-05,Pasta,8,1.1
2024-08-20,Canned Tuna,1,1.33
2024-02-22,Beer,5,0.81
2025-04-21,Lettuce,4,0.98
2025-05-03,Canned Tuna,4,1.51
2024-04-13,Milk,6,1.03
2025-06-17,Apple,3,0.73
2025-06-13,Chicken,6,4.71
2025-06-02,Eggs,4,0.23
2024-05-27,Cheese,6,2.86
2024-02-15,Apple,4,0.74
2024-06-04,Rice,3,1.17
2024-03-08,Mineral Water,3,0.35
2025-04-24,Banana,3,0.54
2024-12-16,Banana,3,0.54
2024-06-08,Coffee,9,3.97
2024-01-23,Chocolate,6,1.87
2024-09-20,Mineral Water,7,0.35
2024-04-10,Yogurt,6,0.59
2024-06-15,Cookies,5,1.51
2025-03-22,Coffee,4,3.79
2025-01-14,Canned Tuna,3,1.49
2024-08-28,Yogurt,6,0.53
2024-03-25,Rice,6,1.23
2024-02-22,Toilet Paper,6,0.41
2025-01-10,Bread,2,1.19
2024-11-13,Chocolate,4,1.87
2024-01-01,Pasta,3,1.01
2024-10-18,Tomato,7,1.16
2024-08-17,Apple,5,0.64
2025-04-08,Cookies,4,1.44
2025-04-17,Chicken,9,5.67
2024-04-30,Apple,2,0.73
2024-12-06,Apple,3,0.65
2024-11-05,Cookies,7,1.45
2024-06-09,Cookies,2,1.41
2024-09-15,Canned Tuna,2,1.31
2024-11-30,Canned Tuna,6,1.31
2024-06-17,Toilet Paper,6,0.49
2025-05-22,Olive Oil,5,6.39
2025-05-09,Olive Oil,8,7.03
2025-02-04,Sugar,5,0.94
2025-04-12,Sugar,9,1.1
2024-03-05,Milk,1,0.91
2024-09-28,Red Wine,7,6.29
2024-08-22,Rice,6,1.4
2024-02-18,Milk,3,0.9
2024-11-09,Cheese,8,2.76
2024-06-30,Coffee,9,3.92
2025-03-15,Salt,1,0.41
2024-09-21,Cheese,3,2.51
2024-04-09,Banana,5,0.52
2024-01-04,Rice,5,1.25
2025-05-27,Lettuce,6,0.82
2024-04-04,Salt,4,0.4
2024-03-29,Chicken,4,4.86
2024-12-25,Cheese,6,2.42
2025-02-16,Bread,4,1.16
2024-11-25,Tomato,11,1.03
2024-12-29,Tea,3,2.04
2024-04-08,Bread,7,1.32
2024-02-03,Coffee,7,3.82
2024-11-03,Tea,5,2.02
2024-06-05,Chocolate,3,1.97
2024-03-17,Olive Oil,3,6.29
2024-10-18,Red Wine,2,5.67
2025-06-21,Pasta,2,1.03
2024-09-27,Coffee,2,3.88
2024-02-20,Pasta,4,1.06
2024-10-31,Olive Oil,8,6.25
2024-12-07,Yogurt,4,0.59
2024-01-05,Olive Oil,2,6.81
2024-04-19,Yogurt,3,0.59
2024-04-16,Olive Oil,5,6.06
2024-09-01,Tea,6,2.23
2024-08-31,Mineral Water,5,0.32
2025-02-25,Milk,5,0.94
2025-05-24,Eggs,4,0.24
2024-07-07,Bread,4,1.31
2024-02-17,Tea,5,2.13
2024-01-03,Toilet Paper,4,0.41
2025-04-02,Tea,4,1.98
2025-06-15,Apple,5,0.65
2024-09-05,Chocolate,5,1.72
2024-01-04,Red Wine,2,5.89
2025-04-14,Mineral Water,3,0.35
2025-03-12,Sugar,4,0.96
2024-08-17,Bread,4,1.19
2024-08-28,Beer,7,0.8
2025-01-14,Tea,5,2.09
2025-02-17,Sugar,4,0.95
2025-06-26,Bread,5,1.1
2024-01-21,Banana,2,0.51
2024-11-09,Pasta,5,1.16
2025-01-24,Toilet Paper,8,0.47
2025-03-17,Red Wine,7,6.05
2025-02-24,Salt,3,0.36
2024-05-18,Milk,6,0.89
2025-02-22,Lettuce,3,0.94
2024-09-13,Yogurt,7,0.6
2024-06-20,Coffee,4,3.83
2024-08-22,Chocolate,8,1.89
2024-01-28,Eggs,5,0.24
2024-10-08,Toilet Paper,2,0.41
2024-08-02,Tomato,4,1.03
2024-04-30,Tomato,4,1.02
2024-03-05,Toilet Paper,6,0.49
2025-01-18,Banana,1,0.5
2024-06-06,Milk,5,0.96
2025-06-27,Mineral Water,5,0.32
2025-03-31,Eggs,9,0.27
2025-04-21,Olive Oil,7,6.26
2025-06-30,Cheese,4,2.79
2024-07-03,Yogurt,5,0.56
2024-03-16,Salt,3,0.43
2024-09-24,Lettuce,3,0.91
2024-07-29,Pasta,3,1.11
2024-03-23,Apple,5,0.74
2024-01-12,Toilet Paper,5,0.47
2024-03-24,Bread,5,1.27
2024-01-27,Cheese,6,2.7
2025-05-31,Toilet Paper,3,0.42
2025-05-03,Tea,4,2.01
2024-10-22,Rice,3,1.3
2024-02-11,Sugar,2,1.02
2024-01-03,Sugar,2,0.99
2025-06-12,Chocolate,4,1.71
2024-10-02,Olive Oil,4,6.54
2024-02-10,Sugar,7,0.95
2024-12-29,Tea,5,2.09
2024-02-18,Bread,6,1.27
2024-06-30,Yogurt,7,0.59
2024-10-01,Salt,7,0.44
2024-06-23,Lettuce,4,0.84
2025-03-05,Sugar,5,1.01
2025-04-18,Cookies,6,1.39
2025-02-16,Milk,8,1.01
2024-01-24,Lettuce,4,0.94
2025-06-27,Chocolate,4,1.65
2024-04-21,Sugar,2,1.08
2024-03-04,Chicken,6,4.93
2024-10-25,Chocolate,3,1.87
2024-11-18,Lettuce,5,0.85
2025-04-22,Cookies,6,1.39
2024-07-22,Toilet Paper,2,0.48
2024-11-26,Lettuce,4,0.92
2024-03-19,Lettuce,2,0.82
2025-05-27,Cheese,6,2.82
2024-07-08,Mineral Water,3,0.37
2025-02-28,Tomato,3,1.17
2025-01-21,Yogurt,3,0.56
2025-03-01,Pasta,5,1.09
2024-03-13,Bread,6,1.29
2024-08-24,Yogurt,4,0.59
2024-05-22,Canned Tuna,2,1.41
2024-05-31,Mineral Water,4,0.33
2024-09-18,Cheese,3,2.46
2024-12-11,Milk,8,0.99
2024-04-08,Lettuce,4,0.9
2024-07-27,Yogurt,6,0.58
2024-06-06,Chicken,4,5.09
2024-08-11,Chocolate,4,1.78
2025-05-12,Olive Oil,5,7.02
2024-11-07,Tea,9,2.25
2025-05-03,Salt,4,0.36
2024-05-07,Chocolate,6,1.95
2024-02-18,Milk,3,0.87
2024-01-17,Sugar,5,0.97
2025-01-19,Cookies,8,1.65
2025-01-09,Chocolate,9,1.73
2024-01-22,Eggs,4,0.24
2024-05-24,Sugar,9,1.08
2025-03-03,Mineral Water,8,0.34
2024-08-13,Bread,5,1.23
2024-01-18,Pasta,5,1.14
2025-03-20,Rice,5,1.39
2024-09-29,Pasta,6,1.0
2024-08-09,Cheese,4,2.75
2024-12-10,Bread,7,1.21
2024-11-14,Yogurt,4,0.52
2025-06-10,Sugar,6,0.95
2024-07-25,Mineral Water,6,0.36
2024-03-08,Cheese,5,2.38
2025-04-09,Canned Tuna,6,1.41
2025-01-12,Mineral Water,7,0.37
2025-04-04,Lettuce,6,0.92
2024-01-20,Apple,4,0.73
2024-06-13,Salt,6,0.42
2024-03-09,Eggs,6,0.26
2024-11-17,Tomato,3,1.03
2024-03-22,Chicken,4,5.42
2024-06-16,Beer,4,0.77
2024-12-19,Bread,6,1.17
2024-10-30,Canned Tuna,2,1.29
2024-05-24,Rice,4,1.24
2024-10-18,Canned Tuna,3,1.34
2025-04-26,Milk,3,0.9
2024-07-10,Salt,5,0.37
2025-05-18,Cheese,2,2.35
2024-12-14,Eggs,5,0.25
2024-04-27,Toilet Paper,8,0.48
2024-08-22,Sugar,3,0.94
2025-03-14,Eggs,3,0.26
2024-05-30,Canned Tuna,7,1.45
2024-05-27,Bread,1,1.17
2024-06-12,Cheese,3,2.68
2024-12-09,Cheese,3,2.86
2024-06-27,Salt,5,0.44
2024-10-01,Cheese,7,2.85
2024-06-11,Lettuce,4,0.89
2024-02-04,Apple,2,0.75
2024-10-25,Coffee,6,3.95
2025-04-07,Tea,7,1.94
2025-02-15,Tea,7,2.12
2025-04-07,Beer,4,0.83
2025-06-28,Olive Oil,5,6.34
2024-05-12,Red Wine,6,5.76
2025-06-28,Pasta,3,1.1
2024-07-09,Pasta,1,1.14
2024-10-02,Chocolate,2,1.85
2024-05-07,Bread,7,1.24
2025-06-20,Banana,5,0.48
2024-09-09,Canned Tuna,5,1.39
2024-04-15,Tea,10,2.29
2025-05-09,Pasta,6,1.08
2024-08-14,Banana,4,0.54
2025-02-04,Cookies,6,1.42
2024-11-24,Chicken,6,5.06
2024-11-09,Red Wine,3,6.22
2024-07-22,Tea,8,2.15
2025-01-07,Sugar,4,1.07
2024-12-01,Tomato,3,1.08
2025-03-12,Tomato,8,1.01
2024-06-02,Beer,3,0.91
2024-12-28,Cookies,4,1.61
2024-05-14,Banana,6,0.5
2024-05-20,Red Wine,6,5.32
2024-06-20,Pasta,10,1.11
2025-03-08,Apple,6,0.7
2024-05-01,Chicken,5,5.51
2024-02-10,Cheese,4,2.76
2024-08-30,Milk,5,0.88
2024-08-01,Apple,5,0.72
2024-10-18,Bread,7,1.16
2025-04-04,Sugar,8,1.0
2025-06-11,Tea,5,2.22
2024-08-11,Toilet Paper,4,0.47
2024-03-05,Banana,3,0.52
2024-11-08,Apple,3,0.66
2024-04-02,Coffee,2,3.49
2024-01-25,Sugar,4,0.95
2024-07-04,Salt,4,0.37
2024-02-03,Chicken,6,5.18
2024-09-03,Pasta,5,1.02
2025-04-13,Toilet Paper,6,0.41
2024-01-30,Chocolate,6,1.7
2024-06-24,Pasta,5,1.03
2024-06-19,Yogurt,7,0.58
2024-11-11,Pasta,5,1.13
2024-01-21,Olive Oil,7,6.39
2025-03-25,Eggs,7,0.24
2024-02-26,Bread,2,1.12
2025-05-17,Pasta,5,1.04
2024-04-10,Cookies,6,1.62
2025-05-15,Apple,7,0.74
2025-06-10,Coffee,9,4.04
2024-02-11,Chicken,3,4.87
2024-11-24,Tomato,4,0.99
2024-06-01,Yogurt,7,0.55
2024-11-06,Tea,5,2.13
2024-01-06,Tomato,5,1.1
2024-04-27,Eggs,4,0.25
2025-04-16,Apple,4,0.69
2024-04-01,Mineral Water,4,0.35
2024-05-03,Yogurt,3,0.51
2024-08-07,Coffee,8,3.97
2024-01-14,Milk,3,0.91
2024-10-15,Chocolate,5,1.68
2024-12-11,Banana,5,0.46
2024-01-18,Bread,4,1.22
2024-08-07,Eggs,8,0.23
2024-04-09,Cookies,5,1.55
2025-01-02,Lettuce,3,0.98
2024-03-17,Salt,5,0.39
2025-01-05,Toilet Paper,4,0.48
2024-03-03,Coffee,3,3.54
2024-08-21,Beer,4,0.89
2024-06-11,Apple,5,0.65
2024-10-19,Chocolate,1,1.85
2025-04-07,Milk,5,0.9
2024-06-25,Chicken,7,5.12
2024-02-15,Lettuce,5,0.86
2024-07-31,Salt,3,0.36
2024-04-02,Bread,5,1.27
2024-02-01,Red Wine,7,5.5
2025-06-04,Toilet Paper,3,0.41
2024-08-22,Milk,2,0.93
2025-06-27,Pasta,3,1.01
2024-07-20,Olive Oil,3,6.49
2025-05-23,Bread,7,1.08
2025-03-26,Bread,7,1.13
2024-09-03,Olive Oil,5,6.94
2024-09-29,Apple,2,0.73
2024-03-10,Canned Tuna,4,1.38
2024-01-21,Yogurt,4,0.5
2024-10-03,Toilet Paper,5,0.46
2024-06-25,Eggs,3,0.23
2025-05-23,Milk,3,0.9
2025-04-19,Canned Tuna,4,1.48
2025-01-26,Eggs,5,0.25
2024-08-03,Yogurt,8,0.51
2025-04-01,Toilet Paper,5,0.47
2024-02-22,Bread,7,1.1
2024-09-22,Sugar,7,0.99
2025-06-09,Yogurt,5,0.59
2024-01-23,Coffee,6,3.8
2024-03-13,Toilet Paper,5,0.48
2024-12-30,Salt,5,0.43
2024-06-25,Sugar,6,1.0
2025-04-30,Milk,2,1.01
2025-02-16,Pasta,5,1.09
2025-03-09,Cheese,7,2.74
2024-02-21,Salt,7,0.43
2024-12-29,Olive Oil,6,5.91
2024-08-17,Mineral Water,6,0.32
2024-02-16,Pasta,8,1.15
2024-09-28,Coffee,5,4.12
2024-06-05,Coffee,4,3.75
2025-02-20,Salt,5,0.39
2025-02-13,Olive Oil,5,6.56
2025-03-22,Salt,2,0.42
2024-01-23,Apple,6,0.77
2024-04-25,Coffee,2,4.05
2024-07-28,Eggs,6,0.27
2024-07-10,Cookies,4,1.47
2024-12-06,Lettuce,3,0.82
2024-05-28,Cookies,4,1.36
2024-07-16,Olive Oil,3,6.01
2025-02-15,Cookies,2,1.44
2024-02-12,Cheese,6,2.58
2025-02-14,Salt,2,0.4
2025-02-27,Beer,3,0.91
2024-07-08,Sugar,3,1.07
2025-03-26,Canned Tuna,8,1.44
2024-12-14,Rice,4,1.41
2024-07-03,Eggs,4,0.24
2024-04-26,Milk,6,1.02
2025-02-08,Cheese,6,2.59
2024-09-23,Tomato,4,1.08
2024-11-04,Pasta,3,1.07
2025-01-20,Apple,3,0.67
2025-03-22,Canned Tuna,7,1.45
2025-04-06,Olive Oil,8,6.06
2025-01-13,Rice,6,1.37
2025-02-10,Olive Oil,7,6.89
2025-03-11,Tea,3,2.03
2024-07-04,Banana,2,0.54
2024-06-30,Beer,8,0.84
2024-09-14,Olive Oil,4,6.77
2024-01-16,Salt,3,0.42
2024-06-26,Yogurt,6,0.55
2024-10-06,Eggs,4,0.25
2024-06-17,Beer,7,0.79
2025-01-30,Milk,6,0.89
2024-11-13,Salt,6,0.36
2025-03-15,Apple,8,0.65
2024-07-20,Olive Oil,4,6.25
2025-05-18,Cheese,7,2.4
2024-06-19,Chocolate,7,1.96
2024-01-13,Red Wine,7,5.51
2024-07-18,Tea,6,2.12
2024-08-23,Milk,8,0.93
2024-03-09,Rice,9,1.17
2025-03-13,Mineral Water,5,0.34
2024-08-10,Milk,4,1.01
2024-11-24,Beer,2,0.88
2025-01-30,Lettuce,5,0.93
2024-03-03,Coffee,5,3.85
2024-10-07,Rice,4,1.43
2024-06-28,Beer,8,0.88
2025-06-17,Olive Oil,4,6.02
2025-05-26,Lettuce,3,0.85
2024-08-05,Bread,7,1.17
2024-07-08,Banana,2,0.46
2024-03-05,Lettuce,1,0.84
2024-01-31,Cookies,3,1.51
2024-10-29,Sugar,7,1.07
2024-03-28,Tomato,7,1.07
2024-05-21,Eggs,3,0.25
2024-01-04,Tomato,5,1.06
2024-10-12,Tomato,5,1.15
2024-02-17,Pasta,4,1.2
2025-02-06,Mineral Water,4,0.35
2024-08-18,Chicken,2,4.99
2025-04-25,Rice,6,1.17
2024-07-18,Milk,1,0.95
2025-02-18,Mineral Water,5,0.34
2024-08-27,Banana,2,0.49
2025-01-14,Salt,9,0.39
2024-08-30,Eggs,5,0.25
2025-06-18,Apple,5,0.63
2024-01-06,Eggs,4,0.25
2025-04-17,Eggs,2,0.24
2024-10-30,Chicken,7,5.03
2025-02-16,Canned Tuna,6,1.43
2024-03-17,Apple,4,0.69
2024-12-20,Beer,7,0.77
2024-05-24,Chocolate,5,1.73
2024-02-20,Apple,4,0.75
2024-02-24,Cheese,4,2.67
2024-02-29,Beer,10,0.79
2025-04-08,Cheese,5,2.59
2024-03-08,Lettuce,7,0.83
2025-01-15,Milk,5,1.0
2024-07-09,Bread,5,1.23
2024-05-19,Mineral Water,6,0.32
2025-05-10,Tomato,5,1.0
2024-05-24,Olive Oil,8,7.03
2024-09-20,Eggs,5,0.25
2025-04-30,Olive Oil,7,7.09
2024-09-21,Tomato,5,1.17
2025-04-24,Pasta,5,1.0
2024-06-04,Rice,7,1.23
2025-03-15,Mineral Water,4,0.35
2024-11-01,Beer,10,0.8
2025-03-30,Canned Tuna,3,1.52
2025-02-10,Olive Oil,4,6.77
2024-11-28,Banana,5,0.47
2024-04-14,Yogurt,3,0.5
2025-06-03,Lettuce,2,0.83
2024-10-29,Canned Tuna,3,1.29
2024-01-25,Cookies,4,1.63
2024-06-30,Canned Tuna,6,1.46
2025-03-03,Bread,8,1.29
2024-08-07,Cookies,2,1.63
2025-03-24,Toilet Paper,8,0.49
2024-05-12,Rice,4,1.18
2025-01-09,Beer,2,0.87
2024-01-10,Tea,3,1.9
2024-05-01,Canned Tuna,5,1.34
2024-08-07,Bread,2,1.15
2024-11-03,Mineral Water,4,0.32
2024-06-27,Tea,3,2.15
2025-01-05,Salt,5,0.39
2025-02-11,Canned Tuna,5,1.28
2025-05-03,Eggs,5,0.25
2024-08-11,Olive Oil,5,5.91
2025-02-06,Chocolate,6,1.69
2024-06-13,Red Wine,4,5.85
2025-05-20,Tea,1,2.04
2024-10-19,Tomato,3,1.21
2024-08-14,Yogurt,7,0.55
2024-02-02,Rice,2,1.26
2025-02-27,Eggs,5,0.23
2024-04-29,Sugar,1,0.95
2024-12-08,Cheese,4,2.54
2024-06-24,Beer,7,0.82
2024-07-02,Eggs,6,0.26
2025-04-18,Bread,4,1.29
2024-12-18,Beer,4,0.92
2024-07-12,Banana,2,0.47
2025-06-21,Mineral Water,5,0.36
2025-01-15,Yogurt,8,0.55
2025-04-19,Pasta,3,1.11
2024-12-13,Cookies,5,1.64
2025-05-06,Lettuce,7,0.9
2024-04-08,Banana,4,0.53
2024-06-30,Sugar,3,0.93
2024-06-08,Salt,5,0.38
2024-05-14,Milk,4,0.9
2024-05-09,Toilet Paper,7,0.48
2024-02-06,Toilet Paper,1,0.46
2024-05-14,Tea,4,1.98
2024-07-17,Apple,5,0.73
2024-02-28,Milk,7,1.03
2024-08-17,Chicken,7,5.42
2024-11-01,Apple,8,0.74
2024-01-30,Canned Tuna,5,1.5
2024-03-24,Olive Oil,6,6.17
2024-02-27,Tomato,2,1.2
2024-08-27,Chicken,8,5.1
2024-10-20,Cookies,5,1.47
2024-07-20,Olive Oil,3,6.24
2024-07-13,Chocolate,7,1.73
2024-05-30,Apple,4,0.75
2024-11-24,Olive Oil,4,6.13
